type,breed,color,sex,size,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,age
DOG,SHIH TZU,WHITE/CREAM,Neutered,SMALL,A281951,09/17/2022,09/17/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",12
DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,A360902,09/13/2017,10/03/2017,20,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95409.0,"95409(38.46382, -122.67058)",9
DOG,PIT BULL,RED,Neutered,MED,A379774,07/09/2018,07/14/2018,5,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",9
DOG,PIT BULL,WHITE,Spayed,MED,A408092,12/05/2021,12/30/2021,25,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*SEBASTOPOL,OUT OF COUNTY,94541.0,"94541(37.67412, -122.08552)",7
DOG,SHIH TZU/MIX,WHITE/TRICOLOR,Neutered,SMALL,A302609,02/11/2014,02/27/2014,16,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",13
CAT,DOMESTIC MH,BRN TABBY,Male,KITTN,A419310,07/26/2023,08/09/2023,14,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*PETALUMA,94952.0,"94952(38.237, -122.640695)",1
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,A400269,09/08/2020,09/18/2020,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",4
DOG,CHIHUAHUA SH,RED,Female,SMALL,A395197,12/24/2019,12/26/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",8
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A405744,07/06/2021,07/30/2021,24,STRAY,FIELD,ADOPTION,REFERRAL-F,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",3
DOG,BOSTON TERRIER,BLACK/WHITE,Neutered,SMALL,A344135,10/22/2016,10/22/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",9
DOG,BLACK/TAN HOUND,BLACK/TAN,Male,MED,A310673,08/26/2014,08/26/2014,0,TRANSFER,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",14
DOG,PIT BULL,BLUE,Neutered,LARGE,A381261,03/05/2019,03/06/2019,1,STRAY,MUN_SHELT,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",7
DOG,BORDER COLLIE/MIX,LIVER/WHITE,Spayed,MED,A371314,05/01/2018,05/19/2018,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",8
CAT,DOMESTIC SH,TORTIE/WHITE,Female,KITTN,A413186,09/07/2022,09/07/2022,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,A370589,04/03/2018,04/17/2018,14,STRAY,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94511.0,"94511(38.01955, -121.63814)",7
DOG,SIBERIAN HUSKY/GERM SHEPHERD,WHITE/GRAY,Spayed,MED,A387388,05/25/2019,06/21/2019,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,PIT BULL,BLUE,Neutered,PUPPY,A308636,07/01/2014,07/12/2014,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,UNKNOWN,HEALTHY,COUNTY,*PETALUMA,94952.0,"94952(38.237, -122.640695)",10
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A360548,09/01/2017,11/09/2017,69,STRAY,FIELD,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",7
CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,A419802,08/19/2023,08/19/2023,0,STRAY,EMAIL,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A393445,11/02/2019,11/05/2019,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",8
DOG,SIBERIAN HUSKY,WHITE/GRAY,Female,MED,A396176,02/14/2020,02/21/2020,7,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,DOBERMAN PINSCH/GOLDEN RETR,BLACK/TAN,Neutered,LARGE,A389226,07/05/2019,07/09/2019,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95439.0,"95439(38.4901851, -122.7701347)",13
DOG,LABRADOR RETR/MIX,BROWN/BROWN,Neutered,PUPPY,A332251,01/20/2016,02/03/2016,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,CHIHUAHUA SH,BROWN,Female,SMALL,A391520,09/17/2019,09/24/2019,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",8
DOG,ENG POINTER,LIVER/WHITE,Neutered,LARGE,A268863,05/19/2015,05/19/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",14
DOG,PIT BULL,WHITE/TAN,Male,MED,A371253,04/27/2018,05/11/2018,14,STRAY,OVER THE COUNTER,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,83705.0,"83705(43.59308, -116.21368)",7
DOG,GERM SHEPHERD,WHITE,Male,LARGE,A413171,09/07/2022,09/07/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",4
DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,LARGE,A309489,07/27/2014,07/29/2014,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,*COTATI,94931.0,"94931(38.3260186, -122.706422)",11
DOG,GERM SHEPHERD,TAN/BLACK,Male,MED,A399193,07/25/2020,07/29/2020,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A390355,08/14/2019,08/28/2019,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",5
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A375390,08/15/2018,08/18/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",6
DOG,CAIRN TERRIER/CHIHUAHUA SH,TRICOLOR/GRAY,Neutered,SMALL,A395331,01/03/2020,01/15/2020,12,STRAY,PRIV_SHELT,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94103.0,"94103(37.772, -122.408735)",18
CAT,DOMESTIC SH,CALICO/BLUE CREAM,Spayed,KITTN,A322734,06/06/2015,07/08/2015,32,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",9
DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,A401307,11/09/2020,11/24/2020,15,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",6
DOG,LABRADOR RETR/MIX,BROWN,Spayed,MED,A418124,06/09/2023,06/10/2023,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",5
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A327027,09/16/2015,09/23/2015,7,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,96021.0,"96021(39.926905, -122.18146)",9
DOG,AMER BULLDOG,WHITE/BR BRINDLE,Male,MED,A381933,02/22/2019,03/08/2019,14,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",11
DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,A369465,03/19/2018,03/20/2018,1,STRAY,BORN_HERE,TRANSFER,DOGWOOD,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",6
DOG,PIT BULL/MIX,TRICOLOR,Neutered,MED,A313764,11/14/2014,08/05/2015,264,STRAY,FIELD,TRANSFER,PETLUMA PP,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",13
DOG,GERM SHEPHERD/MIX,BLACK,Male,MED,A265739,03/01/2016,03/01/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",13
DOG,SIBERIAN HUSKY/MIX,CREAM,Spayed,LARGE,A408662,01/03/2022,01/06/2022,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",4
DOG,DACHSHUND/MIX,BRN MERLE,Male,SMALL,A402444,07/01/2023,07/06/2023,5,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",11
DOG,PUG/MIX,FAWN,Male,SMALL,A281626,01/29/2016,03/08/2016,39,STRAY,FIELD,TRANSFER,PETLUMA PP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*PETALUMA,94952.0,"94952(38.237, -122.640695)",14
DOG,AUST SHEPHERD/MIX,BLUE MERLE,Spayed,LARGE,A321121,12/06/2016,12/06/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95404.0,"95404(38.44511, -122.708)",14
CAT,DOMESTIC LH,BRN TABBY,Spayed,KITTN,A338612,06/21/2016,09/13/2016,84,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",8
DOG,AKBASH/MIX,WHITE,Female,LARGE,A313723,11/14/2014,11/29/2014,15,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94954.0,"94954(38.263265, -122.641035)",11
CAT,DOMESTIC SH,BLACK,Female,KITTN,A405644,06/29/2021,07/08/2021,9,STRAY,PHONE,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",3
DOG,PIT BULL/MIX,FAWN,Neutered,MED,A332746,02/05/2016,02/23/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",9
DOG,CHIHUAHUA SH,WHITE,Spayed,TOY,A345664,11/26/2016,12/13/2016,17,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476.0,"95476(38.288405, -122.464525)",11
DOG,POODLE MIN,WHITE,Female,SMALL,A362293,10/03/2017,10/13/2017,10,STRAY,FIELD,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103.0,"94103(37.772, -122.408735)",19
DOG,PIT BULL,BR BRINDLE,Male,MED,A388830,10/07/2020,11/05/2020,29,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95402.0,"95402(38.44014, -122.710505)",6
DOG,PIT BULL/MIX,TAN,Spayed,LARGE,A384141,11/17/2020,01/06/2021,50,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,SIBERIAN HUSKY,BLACK/WHITE,Neutered,MED,A387038,05/16/2019,06/01/2019,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",7
DOG,AUST SHEPHERD/MIX,TRICOLOR,Neutered,LARGE,A342528,09/21/2016,09/21/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,FOX TERR SMOOTH/MIX,WHITE/BROWN,Female,PUPPY,A366891,01/17/2018,02/01/2018,15,STRAY,FIELD,TRANSFER,3RR,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95694.0,"95694(38.524675, -121.97507)",7
DOG,PIT BULL,WHITE/BR BRINDLE,Male,PUPPY,A408660,01/03/2022,01/17/2022,14,STRAY,FIELD,TRANSFER,CWOB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",3
DOG,MIN PINSCHER,BLACK/TAN,Spayed,TOY,A363672,02/20/2018,02/20/2018,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",16
DOG,LABRADOR RETR,BLACK,Female,LARGE,A334996,03/29/2016,03/30/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",11
DOG,BORDER COLLIE/SIBERIAN HUSKY,TRICOLOR,Female,MED,A408935,01/15/2022,01/18/2022,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",4
DOG,BOXER,BL BRINDLE,Spayed,MED,A314677,04/15/2016,04/15/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,"94952(38.237, -122.640695)",16
CAT,DOMESTIC SH,BRN TABBY/BROWN,Neutered,SMALL,A324300,07/14/2015,07/28/2015,14,CONFISCATE,FLD_CRUEL,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,*WINDSOR,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",13
DOG,BOSTON TERRIER,BLACK,Neutered,MED,A402860,04/20/2023,04/29/2023,9,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",10
DOG,POMERANIAN/MIX,TAN,Neutered,SMALL,A316413,02/02/2015,02/14/2015,12,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",10
DOG,CHIHUAHUA SH/MIX,WHITE/BROWN,Neutered,TOY,A307827,06/10/2014,06/12/2014,2,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",18
OTHER,SHEEP,WHITE/BLACK,Unknown,SMALL,A416951,04/25/2023,05/16/2023,21,BORN HERE,MOM STRAY,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",0
DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,A351259,04/19/2017,04/28/2017,9,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",8
DOG,PIT BULL,BLACK/WHITE,Spayed,LARGE,A296961,12/04/2020,02/02/2021,60,CONFISCATE,FLD_ARREST,TRANSFER,MUTTVILLE,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94103.0,"94103(37.772, -122.408735)",14
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A343823,10/18/2016,11/04/2016,17,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448.0,"95448(38.613965, -122.869825)",9
DOG,DACHSHUND,BLACK/TAN,Spayed,TOY,A354579,09/12/2017,09/22/2017,10,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,PETALUMAAS,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952.0,"94952(38.237, -122.640695)",8
DOG,DOBERMAN PINSCH,RED,Spayed,LARGE,A324961,08/06/2015,08/29/2015,23,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",15
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A419015,07/13/2023,08/23/2023,41,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",1
DOG,PIT BULL,TAN,Spayed,PUPPY,A421648,11/02/2023,12/16/2023,44,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",1
DOG,CHIHUAHUA SH,TAN,Spayed,TOY,A308442,06/27/2014,08/21/2014,55,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",13
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A375077,07/31/2018,08/21/2018,21,TRANSFER,PRIV_SHELT,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95436.0,"95436(38.47872, -122.890155)",9
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A321135,04/28/2015,05/29/2015,31,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",9
DOG,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,A360694,12/27/2017,04/24/2018,118,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",8
OTHER,GUINEA PIG,TAN/WHITE,Female,SMALL,A346215,12/13/2016,12/23/2016,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",9
OTHER,BOER,WHITE/BROWN,Male,MED,A307815,06/10/2014,06/24/2014,14,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,"94952(38.237, -122.640695)",12
DOG,ROTTWEILER,BLACK/BROWN,Spayed,LARGE,A355788,07/20/2017,08/08/2017,19,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",10
DOG,LABRADOR RETR/PIT BULL,BROWN/WHITE,Female,SMALL,A406075,07/29/2021,08/10/2021,12,CONFISCATE,FLD_OWNED,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95458.0,"95458(39.09124, -122.794515)",3
DOG,MIN PINSCHER/MIX,BLACK/WHITE,Neutered,SMALL,A346979,01/07/2017,02/09/2017,33,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,GREEN DOG,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",10
DOG,AUST CATTLE DOG/MIX,WHITE/BR BRINDLE,Spayed,LARGE,A321419,05/07/2015,05/08/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",13
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A334948,03/28/2016,04/13/2016,16,STRAY,VET_HOSP,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",14
DOG,CHINESE SHARPEI/MIX,RED,Male,MED,A372764,05/22/2018,05/23/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",7
DOG,PIT BULL/MIX,TAN/FAWN,Spayed,MED,A297924,12/23/2013,01/18/2014,26,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",12
DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,SMALL,A339477,07/09/2016,07/20/2016,11,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,95340.0,"95340(37.30438, -120.47983)",10
DOG,WELSH CORGI CAR,TAN,Neutered,SMALL,A390884,08/24/2019,10/26/2019,63,STRAY,OVER THE COUNTER,TRANSFER,ARF,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94598.0,"94598(37.915095, -122.02109)",17
DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,A374538,07/07/2018,07/21/2018,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",7
DOG,VIZSLA,RED,Spayed,MED,A416271,03/18/2023,03/18/2023,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",5
DOG,MIN PINSCHER,BLACK/TAN,Neutered,MED,A320029,04/11/2015,04/11/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",11
CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A322411,05/26/2015,06/24/2015,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,PLOTT HOUND/MIX,BL BRINDLE,Spayed,PUPPY,A305633,04/21/2014,05/01/2014,10,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95442.0,"95442(38.3633499, -122.5276402)",11
DOG,PIT BULL,WHITE/BLACK,Male,MED,A411112,04/20/2022,06/15/2022,56,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,PIT BULL,WHITE/BROWN,Male,LARGE,A413368,08/04/2022,08/09/2022,5,CONFISCATE,FIELD,RETURN TO OWNER,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",3
DOG,IBIZAN HOUND/BORDER COLLIE,TAN,Neutered,LARGE,A384404,02/17/2019,02/19/2019,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",8
DOG,CATAHOULA,BLUE MERLE,Neutered,LARGE,A301022,04/08/2014,04/09/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",12
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,A418166,06/09/2023,07/18/2023,39,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",1
DOG,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,A322298,03/07/2016,03/08/2016,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",11
